set define off;
insert into angajati_patiserie (id_angajat, salariul, id_manager, nume)
values (317, 'Crinolina', 'Tableta Menaj Vanilie 100G', 5.81);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (318, 'Schwartau', 'Sos Desert cu Caramel 125ml', 23.36);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (319, 'Schwartau', 'Sos Desert cu Ciocolata 125ml', 20.57);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (320, 'Crinolina', 'Tableta Lapte 1Kg', 45.9);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (321, 'Colin', 'Daily Zahar Brun din Trestie Pudra 300g', 8.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (322, 'Carte', 'D''or Sabor Sos Dulce de Caramel pentru Decor 1Kg', 59.48);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (323, 'Carte', 'D''or Professional Sabor Sos Dulce de Cacao pentru Decor 1Kg', 59.48);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (324, 'Cremolinea', 'Topping Dracula''S Red Fruits 1Kg', 49.49);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (325, 'Dr.Oetker', 'Professional Sos pentru Desert cu Gust de Ciocolata 1Kg', 56.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (326, 'Orlando''s', 'Fancy Fulgi de Nuca de Cocos Decor Natur 250g', 9.66);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (327, 'Dr.Oetker', 'Zahar cu Scortisoara 8g', 0.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (328, 'Dr.Oetker', 'Zahar cu Aroma de Rom 8g', 0.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (329, 'Dr.Oetker', 'Topping pentru Desert cu Aroma de Ciocolata 200g', 16.18);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (330, 'Dr.Oetker', 'Topping pentru Desert cu Aroma de Caramel 200g', 16.18);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (331, 'Dr.Oetker', 'Sare De Lamaie 500g', 22.12);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (332, 'Dr.Oetker', 'Prajitura Tort de Ciocolata 550g', 19.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (333, 'Dr.Oetker', 'Mix pentru Prajitura Tiramisu 370g', 19.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (334, 'Dr.Oetker', 'Mix pentru Prajitura Profiterol 240g', 19.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (335, 'Dr.Oetker', 'Mix pentru Desert Creme Ole cu Gust de Vanilie 80g', 5.68);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (336, 'Dr.Oetker', 'Mix pentru Briose cu Cacao 795g', 23.46);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (337, 'Dr.Oetker', 'Mix pentru Prajitura Melba cu Piersici 252g', 19.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (338, 'Dr.Oetker', 'Foi de Gelatina 500g', 154.9);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (339, 'Dr.Oetker', 'Mix pentru Desert Creme Ole cu Gust de Capsuni 75g', 5.68);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (340, 'Dr.Oetker', 'Mix pentru Desert Crema Tiramisu 60g', 6.29);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (341, 'Cio', 'Nuca de Cocos 100g', 5.68);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (342, 'Alex', 'Casa Prajiturilor Zahar Pudra 75G', 2.3);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (343, 'Raraul', 'Lapte Praf Integral 26% Grasime 250g', 26.16);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (344, 'Dr.Oetker', 'Gustin Amidon Alimentar Fin din Porumb 200g', 5.25);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (345, 'Dr.Oetker', 'Esenta de Vanilie de Madagascar cu Seminte de Vanilie 35ml', 22.62);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (346, 'Dr.Oetker', 'Esenta de Rom 38ml', 7.55);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (347, 'Dr.Oetker', 'Creioane pentru Decor Glazura din Zahar 76g', 17.9);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (348, 'Italmill', 'Drojdie Uscata 500g', 33.58);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (349, 'Dr.Oetker', 'Praf de Copt 500g', 18.0);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (350, 'Dr.Oetker', 'Original Pudding Praf de Budinca cu Gust de Vanilie 40g', 2.14);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (351, 'Dr.Oetker', 'Esenta de Rom 4fiole x 2ml', 6.7);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (352, 'Dr.Oetker', 'Mix pentru Crema Cremsnit 230g', 9.78);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (353, 'Cosmin', 'Praf de Copt 10g', 0.46);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (354, 'Coseli', 'Esenta de Rom 25ml', 3.27);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (355, 'Dr.Oetker', 'Esenta de Vanilie 4bucati x 38ml', 24.6);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (356, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Vanilie si Unt 140g', 9.88);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (357, 'Dr.Oetker', 'Intaritor de Frisca 8g', 1.33);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (358, 'Dr.Oetker', 'Esenta de Vanilie 4fiole x 2ml', 6.7);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (359, 'Dr.Oetker', 'Colorant Alimentar Verde 10g', 8.1);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (360, 'Coseli', 'Zahar Vanilat 8G', 0.64);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (361, 'Dr.Oetker', 'Finesse Coaja de Lamaie Razuita cu Dextroza si Aroma Naturala 3bucati x 6g', 10.07);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (362, 'Dr.Oetker', 'Esenta de Vanilie de Madagascar 35ml', 22.62);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (363, 'Dr.Oetker', 'Foi pentru Prajituri Subtiri 430g', 25.33);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (364, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Ciocolata si Unt 155g', 9.88);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (365, 'Dr.Oetker', 'Mix pentru Budinca Premium cu Vanilie Si Capsuni 35g', 3.98);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (366, 'Alex', 'Casa Prajiturilor Zahar Vanilinat Pudra 50g', 1.95);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (367, 'Dr.Oetker', 'Professional Sos pentru Desert cu Gust de Toffee 1Kg', 56.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (368, 'Dr.Oetker', 'Original Pudding Praf de Budinca cu Gust de Frisca 40g', 2.03);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (369, 'Dr.Oetker', 'Original Pudding Praf de Budinca cu Gust de Capsuni 40g', 2.14);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (370, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Vanilie 50g', 6.15);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (371, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Ciocolata 55g', 6.7);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (372, 'Cremolinea', 'Sos de Ciocolata 250g', 11.46);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (373, 'Pakmaya', 'Drojdie Proaspata 50g', 2.29);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (374, 'Podravka', 'Dolcela Drojdie Uscata Instant 7g', 0.68);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (375, 'Dr.Oetker', 'Esenta de Vanilie 20fiole x 2ml', 32.81);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (376, 'Dr.Oetker', 'Esenta de Rom 4bucati x 38ml', 24.6);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (377, 'Adazia', 'Esenta de Rom 4bucati x 25ml', 5.31);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (378, 'Adazia', 'Esenta de Rom 25ml', 1.3);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (379, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Vanilie 3bucati x 50g', 16.75);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (380, 'Dr.Oetker', 'Mix pentru Blat de Tarte 350g', 12.16);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (381, 'Dr.Oetker', 'Mix pentru Fursecuri sau Biscuiti 375g', 12.16);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (382, 'Dr.Oetker', 'Mix pentru Pandispan sau Blat de Tort 330g', 12.16);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (383, 'Dr.Oetker', 'Foi pentru Prajituri Simple 440g', 25.33);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (384, 'El', 'Maestro Frisca Vegetala Crema Decor 200ml', 7.11);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (385, 'Dr.Oetker', 'Mix pentru Crema cu Gust de Vanilie 1.1Kg', 38.49);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (386, 'Dr.Oetker', 'Professional Sos pentru Desert cu Gust de Capsuni 1Kg', 56.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (387, 'Dr.Oetker', 'Mix pentru Prajitura Paradis Tropical cu Ananas 287g', 19.73);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (388, 'Dr.Oetker', 'Mix pentru Eclere 433g', 20.0);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (389, 'Dr.Oetker', 'Decor Mix pentru Glazura cu Gust de Ciocolata 100g', 3.85);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (390, 'Dr.Oetker', 'Mix pentru Desert Creme Ole cu Gust de Ciocolata 84g', 5.68);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (391, 'Dr.Oetker', 'Mix pentru Crema de Zahar Ars 104g', 6.37);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (392, 'Coseli', 'Esenta Migdale 25ml', 3.35);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (393, 'Alex', 'Esenta Rom 10ml', 1.25);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (394, 'Alex', 'Esenta Lamaie 10ml', 1.25);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (395, 'Decocino', 'Decoratiune de Zahar Unicorn 81g', 33.53);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (396, 'Ruf', 'Drojdie Uscata 7g', 1.6);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (397, 'Alex', 'Casa Prajiturilor Praf de Copt 8g', 0.57);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (398, 'Dr.Oetker', 'Mix pentru Crema Desert cu Gust de Vanilie 1Kg', 44.59);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (399, 'Dr.Oetker', 'Mix pentru Crema pentru Prajituri cu Gust de Ciocolata 3bucati x 55g', 19.69);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (400, 'Dr.Oetker', 'Mix pentru Savarine 337g', 20.1);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (401, 'Dr.Oetker', 'Mix pentru Desert Musuroi de Cartita 110g', 7.06);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (402, 'Dr.Oetker', 'Mix pentru Glazura cu Gust de Caramel 100g', 3.85);
insert into ingrediente (id_ingredient, producator, nume, pret)
values (403, 'Cosmin', 'Zahar Vanilinat 8g', 0.46);

insert into locatii_patiserii (id_patiserie, nr_angajati, data_infiintare, id_manager)
values (0, 7, to_date('2020-03-20', 'yyyy-mm-dd'), 4);
insert into locatii_patiserii (id_patiserie, nr_angajati, data_infiintare, id_manager)
values (1, 6, to_date('2016-10-10', 'yyyy-mm-dd'), 5);
insert into locatii_patiserii (id_patiserie, nr_angajati, data_infiintare, id_manager)
values (2, 9, to_date('2020-02-04', 'yyyy-mm-dd'), 6);
insert into locatii_patiserii (id_patiserie, nr_angajati, data_infiintare, id_manager)
values (3, 7, to_date('2015-09-20', 'yyyy-mm-dd'), 7);
insert into locatii_patiserii (id_patiserie, nr_angajati, data_infiintare, id_manager)
values (4, 6, to_date('2021-10-30', 'yyyy-mm-dd'), 8);

insert into meniuri (id_meniu, id_patiserie, nr_produse)
values (0, 0, 7);
insert into meniuri (id_meniu, id_patiserie, nr_produse)
values (1, 1, 9);
insert into meniuri (id_meniu, id_patiserie, nr_produse)
values (2, 2, 3);
insert into meniuri (id_meniu, id_patiserie, nr_produse)
values (3, 3, 10);
insert into meniuri (id_meniu, id_patiserie, nr_produse)
values (4, 4, 1);

insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (0, 'Franzela graham feliata', 8.98, 1);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (0, 'Miniprajituri Alba ca Zapada', 100.0, 2);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (0, 'Rulou cu mere', 9.02, 3);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (0, 'Foitaj cu pizza', 6.02, 4);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (0, 'Macarons set 8 buc', 42.0, 5);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (0, 'Pain au Chocolat', 3.54, 6);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (0, 'Platou miniprajituri varianta 5', 150.0, 7);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Tarta Baileyna', 16.0, 8);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Franzela graham feliata', 8.98, 1);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Platou miniprajituri varianta 2', 75.0, 9);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Prajitura Petit David', 20.0, 10);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Miniprajitura Irish Coffee', 100.0, 11);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Burek grecesc cu spanac si branza', 6.31, 12);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Paine neagra rotunda feliata', 1.89, 13);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Rulou cu mere', 9.02, 3);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (1, 'Covrigi cu seminte', 4.44, 14);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (2, 'Platou miniprajituri varianta 4', 130.0, 15);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (2, 'Pricomigdale cu crema', 130.0, 16);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (2, 'Franzela alba feliata', 4.9, 17);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Miniprajitura Le delice d'Andreas', 140.0, 18);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Ecler Pistache Griotte', 15.0, 19);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Foitaj sirop artar, nuci Pecan', 9.78, 20);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Merdenea cu telemea', 5.05, 21);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Prajitura St. Julien', 19.0, 22);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Macarons cu caramel sarat', 5.0, 23);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Chifla', 6.59, 24);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Painea Padurarului', 6.22, 25);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Melc cu stafide si crema de patiserie', 3.26, 26);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (3, 'Cremsnit', 14.0, 27);
insert into randuri_meniu (id_meniu, denumire_produs, pret, id_produs)
values (4, 'Miniprajitura Le delice d'Andreas', 140.0, 18);

insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Franzela graham feliata', 1, 8.98, 679, 797, 'Nauru');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Miniprajituri Alba ca Zapada', 2, 100.0, 899, 1254, 'Western Sahara');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Rulou cu mere', 3, 9.02, 389, 824, 'Jordan');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Foitaj cu pizza', 4, 6.02, 965, 444, 'Bermuda');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Macarons set 8 buc', 5, 42.0, 484, 290, 'Panama');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Pain au Chocolat', 6, 3.54, 484, 1329, 'Niue');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Platou miniprajituri varianta 5', 7, 150.0, 869, 1786, 'Niue');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Tarta Baileyna', 8, 16.0, 524, 793, 'Russian Federation');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Platou miniprajituri varianta 2', 9, 75.0, 314, 1924, 'Australia');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Prajitura Petit David', 10, 20.0, 53, 1761, 'Cayman Islands');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Miniprajitura Irish Coffee', 11, 100.0, 780, 1719, 'Korea, Democratic People's Republic of');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Burek grecesc cu spanac si branza', 12, 6.31, 519, 1725, 'United Arab Emirates');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Paine neagra rotunda feliata', 13, 1.89, 379, 1683, 'Barbados');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Covrigi cu seminte', 14, 4.44, 412, 568, 'Nigeria');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Platou miniprajituri varianta 4', 15, 130.0, 644, 438, 'Burkina Faso');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Pricomigdale cu crema', 16, 130.0, 790, 229, 'Estonia');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Franzela alba feliata', 17, 4.9, 81, 1576, 'Norway');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Miniprajitura Le delice d'Andreas', 18, 140.0, 78, 226, 'Belgium');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Ecler Pistache Griotte', 19, 15.0, 413, 111, 'Andorra');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Foitaj sirop artar, nuci Pecan', 20, 9.78, 287, 1463, 'Suriname');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Merdenea cu telemea', 21, 5.05, 354, 939, 'Pitcairn');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Prajitura St. Julien', 22, 19.0, 430, 1768, 'Eswatini');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Macarons cu caramel sarat', 23, 5.0, 647, 275, 'United Kingdom');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Chifla', 24, 6.59, 57, 1562, 'French Polynesia');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Painea Padurarului', 25, 6.22, 484, 1091, 'Mayotte');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Melc cu stafide si crema de patiserie', 26, 3.26, 498, 387, 'Palau');
insert into produse_patiserie (denumire_produs, id_produs, pret, gramaj, calorii, tara_origine)
values('Cremsnit', 27, 14.0, 640, 1699, 'Mali');

set define on;
